title,artist,highest_peak,total_weeks_on_chart,first_appearance,hit_score,is_hit
Just The Way You Are,Bruno Mars,1,1176,2010-08-06,2451,1
Just The Way You Are,Glee Cast,40,1,2010-12-10,62,0
Just Us,DJ Khaled Featuring SZA,43,91,2019-05-31,239,1
Just Wanna Rock,Lil Uzi Vert,10,528,2022-10-28,1146,1
Just What I Am,Kid Cudi Featuring King Chip,74,3,2012-10-19,32,0
K-POP,"Travis Scott, Bad Bunny & The Weeknd",7,36,2023-08-04,165,1
KEII,Anuel AA,83,1,2020-02-21,19,0
KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",43,36,2018-01-26,129,1
KIDS SEE GHOSTS,KIDS SEE GHOSTS,73,1,2018-06-22,29,0
KIKA,6ix9ine Featuring Tory Lanez,44,21,2018-12-07,98,0
KMT,Drake Featuring Giggs,48,3,2017-04-07,58,0
KOD,J. Cole,10,78,2018-05-04,246,1
KTM Drip,Juice WRLD,91,1,2024-12-13,11,0
Kacey Talk,YoungBoy Never Broke Again,50,136,2020-08-28,322,1
Kamikaze,Eminem,16,6,2018-09-14,96,0
Kamikaze,Lil Mosey,97,1,2018-11-09,5,0
Kamikaze,YoungBoy Never Broke Again,88,1,2022-08-19,14,0
Kant Nobody,Lil Wayne Featuring DMX,66,1,2023-03-10,36,0
Kanye Krazy,Lil Durk,91,1,2021-02-12,11,0
Karate Chop (Remix),Future Featuring Lil Wayne,82,78,2013-03-08,174,1
Karma,Queen Naija,63,3,2018-07-13,43,0
Karma,Rod Wave,100,1,2024-10-25,2,0
Karma,Taylor Swift Featuring Ice Spice,2,465,2022-11-04,1028,1
Keanu Reeves,Logic,38,6,2019-02-01,74,0
Keep Driving,Harry Styles,25,3,2022-06-03,81,0
Keep Going,"DJ Khaled Featuring Lil Durk, 21 Savage & Roddy Ricch",57,1,2022-09-09,45,0
Keep Going Up!,"Timbaland, Nelly Furtado & Justin Timberlake",84,1,2023-09-15,18,0
Keep It Burnin,Future Featuring Kanye West,15,1,2022-05-13,87,0
Keep It G,Rod Wave,71,1,2023-09-29,31,0
Keep It Low,Moneybagg Yo Featuring Future,59,1,2023-06-16,43,0
Keep Me In Mind,Zac Brown Band,35,210,2011-10-14,485,1
Keep My Spirit Alive,Kanye West,59,1,2021-09-10,43,0
Keep On Lovin' You,Steel Magnolia,68,120,2010-03-19,272,1
Keep The Family Close,Drake,68,3,2016-05-20,38,0
Keep Them Kisses Comin',Craig Campbell,72,55,2014-05-16,138,1
Keep Up,Odetari,96,1,2024-10-11,6,0
Keep Your Head Up,Andy Grammer,53,210,2011-06-17,467,1
Keep Your Money,Empire Cast Featuring Jussie Smollett,99,1,2015-02-27,3,0
Kehlani,Jordan Adetunji,24,231,2024-07-05,538,1
Keith Whitley,Morgan Wallen,44,3,2023-03-17,62,0
Kelly Price,Migos Featuring Travis Scott,58,3,2017-02-17,48,0
Kevin's Heart,J. Cole,8,15,2018-05-04,122,1
Key To The Streets,YFN Lucci Featuring Migos & Trouble,70,66,2016-10-07,162,1
Keys To My Life,¥$: Ye & Ty Dolla $ign,55,1,2024-02-23,47,0
Khe?,Rauw Alejandro & Romeo Santos,60,10,2024-11-29,60,0
Kick The Dust Up,Luke Bryan,26,210,2015-06-05,494,1
Kid On Christmas,Pentatonix Featuring Meghan Trainor,93,3,2022-12-30,13,0
Kids,OneRepublic,96,1,2016-10-28,6,0
Kill A Word,Eric Church Featuring Rhiannon Giddens,71,120,2016-11-25,269,1
Kill Bill,SZA,1,1378,2022-12-23,2855,1
Kill Em With Kindness,Selena Gomez,39,120,2016-06-17,301,1
Kill Jay Z,JAY-Z,55,1,2017-07-28,47,0
Kill This Love,BLACKPINK,41,10,2019-04-19,79,0
Killer,Eminem Featuring Jack Harlow & Cordae,62,1,2021-06-11,40,0
Killshot,Eminem,3,36,2018-09-28,169,1
Kinfolks,Sam Hunt,34,231,2019-10-25,528,1
King,¥$: Ye & Ty Dolla $ign,94,1,2024-02-23,8,0
King Kunta,Kendrick Lamar,58,66,2015-04-03,174,1
King Of Anything,Sara Bareilles,32,253,2010-07-09,574,1
King Of My City,A Boogie Wit da Hoodie,69,6,2020-02-14,43,0
King Snipe,Gucci Mane & Kodak Black,100,1,2023-01-27,2,0
King Wizard,Kid Cudi,91,3,2013-01-04,15,0
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",21,210,2018-01-26,499,1
Kings & Queens,Ava Max,13,378,2020-08-21,843,1
Kings And Queens,Thirty Seconds To Mars,82,9,2010-01-01,36,0
Kings Never Die,Eminem Featuring Gwen Stefani,80,3,2015-07-31,26,0
Kiss,Glee Cast,83,1,2011-03-25,19,0
Kiss,Prince And The Revolution,1,39,2016-05-06,177,1
Kiss And Make Up,Dua Lipa & BLACKPINK,93,1,2018-11-02,9,0
Kiss It Better,Rihanna,62,78,2016-04-22,194,1
Kiss Me Kiss Me,5 Seconds Of Summer,28,1,2014-07-04,74,0
Kiss Me More,Doja Cat Featuring SZA,3,946,2021-04-23,1989,1
Kiss Somebody,Morgan Evans,53,36,2018-07-13,119,0
Kiss Tomorrow Goodbye,Luke Bryan,29,210,2012-09-07,491,1
Kiss You,One Direction,46,136,2012-11-30,326,1
Kiss You In The Morning,Michael Ray,55,105,2015-06-12,255,1
Kisses Down Low,Kelly Rowland,72,91,2013-03-22,210,1
Kissin U,Miranda Cosgrove,54,120,2010-04-23,286,1
Knee Deep,Zac Brown Band Featuring Jimmy Buffett,18,210,2011-05-27,502,1
Knife Talk,Drake Featuring 21 Savage & Project Pat,4,435,2021-09-17,966,1
Knight Crawler,Trippie Redd & Juice WRLD,52,3,2023-02-03,54,0
Knock Knock,Mac Miller,88,1,2012-01-06,14,0
Knocked Off,YoungBoy Never Broke Again,60,1,2020-03-06,42,0
Knockin' Boots,Luke Bryan,31,253,2019-05-10,575,1
Knockout,Lil Wayne Featuring Nicki Minaj,44,15,2010-02-19,86,0
Know Like I Know,YoungBoy Never Broke Again,74,1,2022-02-04,28,0
Know My Rights,6LACK Featuring Lil Baby,75,1,2020-07-10,27,0
Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",87,6,2017-06-23,25,0
Know Your Worth,Khalid x Disclosure,57,36,2020-02-21,115,0
Know Yourself,Drake,53,210,2015-03-06,467,1
Knowing You,Kenny Chesney,57,190,2021-08-20,423,1
Kooda,6ix9ine,50,42,2017-12-22,134,1
Kream,Iggy Azalea Feauring Tyga,96,1,2018-07-20,6,0
Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",75,21,2017-12-15,67,0
Kryptonite,Don Toliver,98,1,2024-06-28,4,0
Krzy Train,Trippie Redd & Travis Scott,90,1,2023-02-03,12,0
Kush,Dr. Dre Featuring Snoop Dogg & Akon,34,153,2010-12-03,372,1
Kyoto,Skrillex Featuring Sirah,74,10,2012-01-20,46,0
L$D,A$AP Rocky,62,6,2015-06-12,50,0
L'amour De Ma Vie,Billie Eilish,22,28,2024-05-31,134,1
L.A.LOVE (la la),Fergie,27,171,2014-10-24,415,1
LALALALA,Stray Kids,90,1,2023-11-24,12,0
LIFTED,CL,94,1,2016-10-21,8,0
LIGHTSKIN SH*T,DaBaby Featuring Future & jetsonmade,53,1,2020-05-01,49,0
La Bachata,Manuel Turizo,67,231,2022-09-02,495,1
La Bebe,Yng Lvcas x Peso Pluma,11,276,2023-03-31,641,1
La Bicicleta,Carlos Vives & Shakira,95,1,2016-07-29,7,0
La Cancion,J Balvin & Bad Bunny,84,36,2019-09-13,88,0
La Corriente,Bad Bunny & Tony Dize,32,105,2022-05-20,278,1
La Diabla,Xavi,20,210,2023-12-29,500,1
La Dificil,Bad Bunny,33,15,2020-03-13,97,0
La Droga,Bad Bunny,94,1,2020-12-11,8,0
La Durango,"Peso Pluma, Junior H & Eslabon Armado",75,1,2024-05-24,27,0
La Fama,Rosalia Featuring The Weeknd,94,1,2021-11-26,8,0
La Intencion,Christian Nodal & Peso Pluma,92,1,2024-02-09,10,0
La Isla Bonita,Glee Cast Featuring Ricky Martin,99,1,2012-02-24,3,0
La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,93,55,2020-08-21,117,0
La Jumpa,Arcangel & Bad Bunny,68,55,2022-12-16,142,1
La La La,Auburn Featuring Iyaz,51,91,2010-07-30,231,1
La La La,Naughty Boy Featuring Sam Smith,19,210,2014-03-07,501,1
La La Land,Bryce Vine Featuring YG,75,66,2019-06-14,157,1
La Modelo,Ozuna x Cardi B,52,105,2018-01-05,258,1
La Noche de Anoche,Bad Bunny & Rosalia,53,153,2020-12-11,353,1
La Patrulla,Peso Pluma & Neton Vega,47,171,2024-07-05,395,1
La People II,"Peso Pluma, Tito Double P & Joel de La P",69,3,2024-04-05,37,0
La Santa,Bad Bunny X Daddy Yankee,53,3,2020-03-13,53,0
La Toxica,Farruko,95,10,2020-11-06,25,0
La Victima,Xavi,46,120,2023-12-29,294,1
LaLa,Myke Towers,43,210,2023-07-21,477,1
Labios Mordidos,Kali Uchis & Karol G,97,1,2023-12-08,5,0
Labyrinth,Taylor Swift,14,15,2022-11-04,116,0
Lace It,"Juice WRLD, Eminem & benny blanco",85,10,2023-12-29,35,0
Lacy,Olivia Rodrigo,23,6,2023-09-22,89,0
Lady,Brett Young,52,190,2021-01-15,428,1
Lady Gaga,"Peso Pluma, Gabito Ballesteros & Junior H",35,210,2023-07-07,485,1
Lady Is A Tramp,Glee Cast,81,1,2010-05-28,21,0
Lagunas,Peso Pluma & Jasiel Nunez,77,45,2023-07-07,113,0
Lalala,Y2K & bbno$,55,231,2019-07-12,507,1
Lalisa,LISA,84,1,2021-09-24,18,0
Lamborghini Angels,Lupe Fiasco,92,1,2012-08-31,10,0
Landed,Drake,39,1,2020-05-15,63,0
Landslide,Glee Cast Featuring Gwyneth Paltrow,23,3,2011-03-25,83,0
Last Christmas,Ariana Grande,96,1,2013-12-06,6,0
Last Christmas,Lauren Spencer Smith,72,15,2022-12-09,58,0
Last Christmas,Wham!,3,986,2017-01-06,2069,1
Last Drive Down Main,Morgan Wallen,65,1,2023-03-17,37,0
Last Friday Night,Glee Cast,72,1,2011-11-18,30,0
Last Friday Night (T.G.I.F.),Katy Perry,1,300,2010-09-10,699,1
Last Hurrah,Bebe Rexha,98,1,2019-04-05,4,0
Last Kiss,Taylor Swift,71,1,2010-11-12,31,0
Last Kiss (Taylor's Version),Taylor Swift,57,1,2023-07-21,45,0
Last Lap,Rod Wave,35,3,2024-10-25,71,0
Last Last,Burna Boy,44,190,2022-07-22,436,1
Last Memory,TakeOff,54,3,2018-11-09,52,0
Last Night,Morgan Wallen,1,1830,2023-02-10,3759,1
Last Night Lonely,Jon Pardi,27,210,2022-06-10,493,1
Last One Standing,"Skylar Grey, Polo G, Mozzy & Eminem",78,1,2021-10-15,24,0
Last Shot,Kip Moore,53,36,2018-11-23,119,0
Last Time I Saw You,Nicki Minaj,23,3,2023-09-15,83,0
Last Time I Say Sorry,Kane Brown & John Legend,89,3,2020-04-10,17,0
Last Time That I Checc'd,Nipsey Hussle Featuring YG,76,6,2019-04-12,36,0
Latch,Disclosure Featuring Sam Smith,7,561,2014-03-28,1215,1
Late At Night,Roddy Ricch,20,210,2021-06-18,500,1
Late Night Talking,Harry Styles,3,300,2022-06-03,697,1
Late To Da Party (F*CK BET),Lil Nas X & Youngboy Never Broke Again,67,1,2022-07-08,35,0
Later On,The Swon Brothers,86,45,2014-08-29,104,0
Laugh Now Cry Later,Drake Featuring Lil Durk,2,435,2020-08-28,968,1
Lavender Haze,Taylor Swift,2,435,2022-11-04,968,1
Law,Yo Gotti Featuring E-40,79,45,2016-04-29,111,0
Lay It All On Me,Rudimental Featuring Ed Sheeran,48,136,2015-10-16,324,1
Lay It Down,Lloyd,64,190,2010-11-05,416,1
Lay Me Down,Sam Smith,8,210,2015-02-20,512,1
Lay Me Down,The Dirty Heads Featuring Rome,93,36,2010-07-02,79,0
Lazarus,David Bowie,40,1,2016-01-29,62,0
Le Jazz Hot,Glee Cast,94,1,2010-10-29,8,0
Leaders,Lil Uzi Vert Featuring NAV,72,1,2020-03-27,30,0
Lean & Dabb,iLoveMemphis,98,1,2016-02-05,4,0
Lean On,Major Lazer X DJ Snake Featuring MO,4,1176,2015-04-24,2448,1
Lean On Me,"Sheryl Crow, Kid Rock & Keith Urban",47,1,2010-02-12,55,0
Lean Wit Me,Juice WRLD,68,36,2018-08-17,104,0
Learn To Let Go,Kesha,97,1,2017-08-18,5,0
Leave Before You Love Me,Marshmello X Jonas Brothers,19,253,2021-06-04,587,1
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",60,120,2019-10-18,280,1
Leave Me Alone,BigXthaPlug,96,3,2024-10-25,10,0
Leave Me Alone,Flipp Dinero,20,325,2018-09-28,730,1
Leave Me Alone,NF,85,1,2019-08-09,17,0
Leave Right Now,Will Young,81,1,2010-06-11,21,0
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,780,2021-03-19,1659,1
Leave The Night On,Sam Hunt,30,231,2014-07-11,532,1
Leave You Alone,Kane Brown,86,3,2022-04-29,20,0
Leave You Alone,Young Jeezy Featuring Ne-Yo,51,210,2012-03-30,469,1
Leave Your Lover,Sam Smith,92,1,2014-06-06,10,0
Leaving Heaven,Eminem Featuring Skylar Grey,61,1,2020-01-31,41,0
Left And Right,Charlie Puth Featuring Jung Kook,22,153,2022-07-08,384,1
Left Hand Free,alt-J,99,1,2014-10-10,3,0
Legacy,Offset Featuring Travis Scott & 21 Savage,49,1,2019-03-08,53,0
Legend,Drake,52,78,2015-02-27,204,1
Legends,Juice WRLD,29,6,2018-07-06,83,0
Legends,Kelsea Ballerini,68,75,2017-12-15,182,1
Lego House,Ed Sheeran,42,136,2013-04-12,330,1
Lemme See,Usher Featuring Rick Ross,46,210,2012-05-25,474,1
Lemon,N*E*R*D & Rihanna,36,246,2017-11-24,556,1
Lemon Pepper Freestyle,Drake Featuring Rick Ross,3,15,2021-03-19,127,1
Lemon Tree,Post Malone,53,1,2022-06-17,49,0
Lemonade,Gucci Mane,53,78,2010-02-19,203,1
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,6,435,2020-08-28,964,1
Lemonhead,"Tyler, The Creator Featuring 42 Dugg",42,1,2021-07-09,60,0
Less Than Zero,The Weeknd,53,3,2022-01-21,53,0
Lessons In Love,Kaskade Featuring Neon Trees,94,1,2011-11-11,8,0
Let Her Go,Passenger,5,946,2013-08-16,1987,1
Let It All Work Out,Lil Wayne,75,1,2018-10-12,27,0
Let It Be,Jennifer Hudson Featuring The Roots,98,1,2010-02-12,4,0
Let It Be,Kris Allen,63,3,2010-03-12,43,0
Let It Be,Terry McDermott,70,1,2012-12-28,32,0
Let It Be,Tessanne Chin & Adam Levine,76,1,2014-01-03,26,0
Let It Fly,Lil Wayne Featuring Travis Scott,10,3,2018-10-12,96,0
Let It Go,DJ Khaled Featuring Justin Bieber & 21 Savage,54,3,2021-05-14,52,0
Let It Go,Demi Lovato,38,210,2013-12-13,482,1
Let It Go,Idina Menzel,5,561,2013-12-13,1217,1
Let It Go,James Bay,16,595,2016-01-08,1274,1
Let It Go,Summer Walker,84,1,2020-07-24,18,0
Let It Go,Wiz Khalifa Featuring Akon,87,1,2012-12-21,15,0
Let It Rain,David Nail Featuring Sarah Buxton,51,210,2011-09-30,469,1
Let It Sing,Kevin Gates,82,1,2018-06-01,20,0
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,7,630,2018-12-14,1353,1
Let Me,Zayn,73,1,2018-04-27,29,0
Let Me Calm Down,Nicki Minaj Featuring J. Cole,63,1,2023-12-22,39,0
Let Me Down Easy,Billy Currington,46,210,2010-12-10,474,1
Let Me Down Slowly,Alec Benjamin + Alessia Cara,79,45,2019-01-25,111,0
Let Me Go,Avril Lavigne Featuring Chad Kroeger,78,3,2013-11-01,28,0
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,40,240,2017-09-29,540,1
Let Me Know (I Wonder Why Freestyle),Juice WRLD,78,6,2019-12-27,34,0
Let Me Love You,Ariana Grande Featuring Lil Wayne,99,1,2016-05-06,3,0
Let Me Love You,DJ Snake Featuring Justin Bieber,4,561,2016-08-26,1218,1
Let Me Love You (Until You Learn To Love Yourself),Glee Cast,91,1,2013-02-15,11,0
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,6,406,2012-08-17,906,1
Let Me See Ya Girl,Cole Swindell,59,171,2015-08-21,383,1
Let Somebody Go,Coldplay X Selena Gomez,91,1,2021-10-29,11,0
Let There Be Cowgirls,Chris Cagle,96,6,2013-02-08,16,0
Let You Down,NF,12,396,2017-11-03,880,1
Let Your Boys Be Country,Jason Aldean,83,10,2024-06-14,37,0
Let's Go,Calvin Harris Featuring Ne-Yo,17,210,2012-05-11,503,1
Let's Go,Key Glock & Young Dolph,59,45,2024-03-08,131,1
Let's Go Brandon,Bryson Gray Featuring Tyson James & Chandler Crump,28,3,2021-11-05,78,0
Let's Go Crazy,Prince And The Revolution,1,41,2016-05-06,181,1
Let's Pray,DJ Khaled Featuring Don Toliver & Travis Scott,86,1,2022-09-09,16,0
Lets Go Brandon,Loza Alexander,38,6,2021-10-29,74,0
Lets Link,WhoHeem,86,6,2020-09-11,26,0
Letter From Houston,Rod Wave,62,1,2020-08-21,40,0
Letter To My Brudda,21 Savage,59,1,2024-01-26,43,0
Letter To Nipsey,Meek Mill Featuring Roddy Ricch,73,3,2020-02-07,33,0
Lettin' The Night Roll,Justin Moore,49,210,2014-03-07,471,1
Letting Go (Dutty Love),Sean Kingston Featuring Nicki Minaj,36,210,2010-08-20,484,1
Level Of Concern,Twenty One Pilots,23,66,2020-04-24,209,1
Level Up,Ciara,59,21,2018-08-03,83,0
Levels,Avicii,60,210,2011-12-02,460,1
Levels,Nick Jonas,44,78,2015-09-11,212,1
Levii's Jeans,Beyonce & Post Malone,16,3,2024-04-12,90,0
Levitate,Hadouken!,69,120,2013-03-15,271,1
Levitating,Dua Lipa,2,3003,2020-10-16,6104,1
Liability,Drake,47,1,2022-07-01,55,0
Liability,Lorde,78,1,2017-03-31,24,0
Liar,Camila Cabello,52,66,2019-09-20,180,1
Liar,Jelly Roll,62,78,2024-08-16,194,1
Lick,Offset,86,1,2019-03-08,16,0
Lick Back,EST Gee,89,1,2021-08-06,13,0
Lie,NF,48,210,2018-08-03,472,1
Lie To Girls,Sabrina Carpenter,41,3,2024-09-06,65,0
Lies Lies Lies,Morgan Wallen,7,231,2024-07-19,555,1
Life After You,Daughtry,36,207,2010-01-01,478,1
Life Changes,Thomas Rhett,36,105,2018-07-06,274,1
Life Goes On,BTS,1,6,2020-12-04,111,0
Life Goes On,Ed Sheeran Featuring Luke Combs,66,3,2023-05-26,40,0
Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,74,21,2018-06-01,68,0
Life Goes On,Oliver Tree,71,15,2021-10-22,59,0
Life Is Good,Future Featuring Drake,2,741,2020-01-24,1580,1
Life Is Worth Living,Justin Bieber,67,3,2015-12-04,39,0
Life Of The Party,Shawn Mendes,24,3,2014-07-11,82,0
Life Support,YoungBoy Never Broke Again,48,15,2021-09-24,82,0
Life's A Mess,Juice WRLD X Halsey,9,21,2020-07-17,133,1
Life's A Mess II,"Juice WRLD, Clever & Post Malone",97,1,2021-03-19,5,0
Lifestyle,Jason Derulo Featuring Adam Levine,71,15,2021-02-19,59,0
Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,16,325,2014-08-01,734,1
Lift Me Up,Rihanna,2,210,2022-11-11,518,1
Light,Big Sean Featuring Jeremih,97,1,2017-02-24,5,0
Light It Up,Luke Bryan,57,173,2017-09-15,389,1
Light It Up,Major Lazer Featuring Nyla & Fuse ODG,73,210,2016-04-01,447,1
Light It Up,"Marshmello, Tyga & Chris Brown",90,1,2019-05-10,12,0
Light It Up,Young Thug,82,1,2019-08-30,20,0
Light Switch,Charlie Puth,27,120,2022-02-04,313,1
Light Up The World,Glee Cast,33,1,2011-06-10,69,0
Light Year (Practice),Lil Uzi Vert,54,1,2024-11-15,48,0
Lighters,Bad Meets Evil Featuring Bruno Mars,4,253,2011-07-01,602,1
Lights,Ellie Goulding,2,1653,2011-08-19,3404,1
Lights Come On,Jason Aldean,43,190,2016-04-22,437,1
Lights Down Low,MAX Featuring gnash,20,395,2017-10-27,870,1
Lights Up,Harry Styles,17,15,2019-10-25,113,0
Like A Cowboy,Randy Houser,62,105,2014-12-19,248,1
Like A G6,Far*East Movement Featuring Cataracs & Dev,1,351,2010-08-27,801,1
Like A Lady,Lady A,85,6,2021-10-22,27,0
Like A Prayer,Glee Cast Featuring Jonathan Groff,27,3,2010-05-07,79,0
Like A Rodeo,Kane Brown,90,1,2019-07-26,12,0
Like A Virgin,Glee Cast,87,1,2010-05-07,15,0
Like A Wrecking Ball,Eric Church,51,253,2015-04-10,555,1
Like Crazy,Jimin,1,15,2023-04-07,129,1
Like Him,"Tyler, The Creator Featuring Lola Young",29,36,2024-11-08,143,1
Like I Can,Sam Smith,99,3,2015-07-10,7,0
Like I Love Country Music,Kane Brown,26,210,2022-06-03,494,1
Like I Loved You,Brett Young,46,197,2017-10-13,448,1
Like I Want You,Giveon,87,10,2021-02-26,33,0
Like I Would,Zayn,55,6,2016-04-01,57,0
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,8,780,2015-07-24,1652,1
Like Ida,Zach Bryan,91,1,2024-07-19,11,0
Like It's Christmas,Jonas Brothers,40,36,2019-12-13,132,1
Like Jesus Does,Eric Church,59,153,2013-03-08,347,1
Like My Mother Does,Lauren Alaina,20,3,2011-06-10,86,0
Like That,Doja Cat Featuring Gucci Mane,50,171,2020-06-12,392,1
Like That,"Future, Metro Boomin & Kendrick Lamar",1,496,2024-04-05,1091,1
Like That,Kris Wu,73,1,2018-06-01,29,0
Like We Used To,A Rocket To The Moon,91,1,2010-10-22,11,0
Like What (Freestyle),Cardi B,38,6,2024-03-15,74,0
Lil Baby,Young Thug,84,1,2019-08-30,18,0
Lil Bit,Nelly & Florida Georgia Line,23,276,2021-03-19,629,1
Lil Boo Thang,Paul Russell,14,231,2023-09-29,548,1
Lil Demon,Future,25,15,2024-10-04,105,0
Lil Freak,Usher Featuring Nicki Minaj,40,136,2010-03-19,332,1
Lil Top,YoungBoy Never Broke Again,28,3,2020-03-06,78,0
Linger (SiriusXM Session),Royel Otis,94,1,2024-08-09,8,0
Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,37,3,2021-12-31,69,0
Lion King On Ice,J. Cole,51,3,2020-08-07,55,0
Lips Are Movin,Meghan Trainor,4,435,2014-11-07,966,1
Liquor,Chris Brown,60,153,2015-09-11,346,1
Listen,Glee Cast,38,1,2010-10-08,64,0
Listen Before I Go,Billie Eilish,63,1,2019-04-12,39,0
Lithonia,Childish Gambino,69,6,2024-07-19,43,0
Lithuania,Big Sean Featuring Travis Scott,69,1,2020-09-18,33,0
Little Bad Girl,David Guetta Featuring Taio Cruz & Ludacris,70,1,2011-07-15,32,0
Little Bit Of Everything,Keith Urban,33,210,2013-05-31,487,1
Little Bit Of You,Chase Bryant,71,66,2016-02-26,161,1
Little Drummer Boy,Pentatonix,13,6,2013-12-20,99,0
Little Freak,Harry Styles,14,6,2022-06-03,98,0
Little Lion Man,Mumford & Sons,45,253,2010-08-27,561,1
Little Miss,Sugarland,71,105,2010-10-29,239,1
Little More (Royalty),Chris Brown,91,1,2016-01-08,11,0
Little Red Corvette,Prince,6,47,2016-05-06,188,1
Little Red Wagon,Miranda Lambert,55,66,2015-02-27,177,1
Little Saint Nick,The Beach Boys,25,55,2021-01-01,185,1
Little Talks,Of Monsters And Men,20,1176,2012-04-20,2432,1
Little Things,One Direction,33,171,2012-11-30,409,1
Little Toy Guns,Carrie Underwood,47,171,2015-03-27,395,1
Little White Church,Little Big Town,59,210,2010-06-18,461,1
Litty,Meek Mill Featuring Tory Lanez,49,10,2016-11-18,71,0
Liv Tonight,Nelly Featuring Keri Hilson,75,1,2010-12-03,27,0
Live A Little,Kenny Chesney,61,78,2011-03-25,195,1
Live For The Night,Krewella,100,1,2013-07-19,2,0
Live From The Gutter,Drake & Future,74,15,2015-10-09,56,0
Live It Up,Jennifer Lopez Featuring Pitbull,60,21,2013-05-24,82,0
Live Like We're Dying,Kris Allen,18,407,2010-01-01,896,1
Live My Life,Far*East Movement Featuring Justin Bieber,21,1,2012-03-16,81,0
Live Off My Closet,Lil Baby Featuring Future,28,1,2020-03-13,74,0
Live While We're Young,One Direction,3,136,2012-10-19,369,1
Livin It Up,Young Thug With Post Malone & A$AP Rocky,68,1,2021-10-29,34,0
Livin Wild,Gunna,61,3,2022-01-21,45,0
Livin' On A Prayer,Bon Jovi,1,22,2013-11-29,143,1
Livin' The Dream,Morgan Wallen,74,3,2020-12-04,32,0
Living,Dierks Bentley,51,136,2019-08-09,321,1
Lo Mein,Lil Uzi Vert,8,6,2020-03-20,104,0
Lo Mejor De Mi Vida Eres Tu,Ricky Martin Featuring Natalia Jimenez,74,3,2010-11-19,32,0
Lo Siento BB:/,"Tainy, Bad Bunny & Julieta Venegas",51,10,2021-10-22,69,0
Lo Vas A Olvidar,Billie Eilish & ROSALIA,62,1,2021-02-05,40,0
Loca,Shakira Featuring El Cata or Dizzee Rascal,32,66,2010-10-22,200,1
Location,Khalid,16,946,2017-01-27,1976,1
Lock It Up,Eminem Featuring Anderson .Paak,89,1,2020-01-31,13,0
Lock On Me,"Metro Boomin, Travis Scott & Future",72,1,2022-12-16,30,0
Locked Away,R. City Featuring Adam Levine,6,378,2015-08-07,850,1
Locked Out Of Heaven,Bruno Mars,1,666,2012-10-19,1431,1
Lockjaw,French Montana Featuring Kodak Black,73,91,2016-07-22,209,1
Loco,Enrique Iglesias Featuring Romeo Santos,80,10,2013-09-13,40,0
Loco Contigo,"DJ Snake, J. Balvin & Tyga",95,3,2019-10-04,11,0
Logical,Olivia Rodrigo,20,6,2023-09-22,92,0
Lokera,"Rauw Alejandro, Lyanno & Brray",99,1,2022-10-21,3,0
Lolly,Maejor Ali Featuring Juicy J & Justin Bieber,19,10,2013-10-04,101,0
London,BIA Featuring J. Cole,62,1,2022-04-22,40,0
London Boy,Taylor Swift,62,1,2019-09-06,40,0
Lonely,DaBaby X Lil Wayne,63,3,2021-09-24,43,0
Lonely,Justin Bieber & benny blanco,12,210,2020-10-30,508,1
Lonely Boy,The Black Keys,64,210,2011-11-11,456,1
Lonely Child,YoungBoy Never Broke Again,44,28,2019-10-25,112,0
Lonely Eyes,Chris Young,50,171,2015-01-02,392,1
Lonely If You Are,Chase Rice,91,21,2020-08-28,51,0
Lonely Road,mgk & Jelly Roll,33,136,2024-08-09,339,1
Lonely Tonight,Blake Shelton Featuring Ashley Monroe,47,153,2014-12-19,359,1
Lonesome Broken And Blue,Adam Wakefield,73,1,2016-06-10,29,0
Long Hot Summer,Keith Urban,45,171,2011-07-29,397,1
Long Journey,Rod Wave,39,6,2023-09-29,73,0
Long Live,Florida Georgia Line,45,153,2021-01-15,361,1
Long Live,Taylor Swift,85,1,2010-11-12,17,0
Long Live,YoungBoy Never Broke Again,87,1,2022-02-04,15,0
Long Live (Taylor's Version),Taylor Swift,53,1,2023-07-21,49,0
