title,artist,highest_peak,total_weeks_on_chart,first_appearance,hit_score,is_hit,join_key,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
On My Mind,Ellie Goulding,13,253,2015-10-09,593,1,on my mind_ellie goulding,5a7NdkF09AfD0H607eiOkX,On My Mind,Ellie Goulding,64.0,20Ol6zZ0nLlc5EGTH1zA0j,Delirium (Deluxe),2015-11-06,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.702,0.705,0.0,-6.666,1.0,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,213445.0
On Top Of The World,Imagine Dragons,79,210,2014-02-14,441,1,on top of the world_imagine dragons,6KuHjfXHkfnIjdmcIvt9r0,On Top Of The World,Imagine Dragons,65.0,1rzDtYMpZDhRgKNigB467r,Night Visions (Deluxe),2012-09-04,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.635,0.926,0.0,-5.589,1.0,0.151,0.0893,4.53e-06,0.0928,0.761,100.048,189840.0
One Call Away,Charlie Puth,12,351,2015-12-18,790,1,one call away_charlie puth,7soJgKhQTO8hLP2JPRkL5O,One Call Away,Charlie Puth,67.0,3kndSWeE2IYOrZEToZrHEV,Nine Track Mind,2016-01-29,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.667,0.613,1.0,-5.353,1.0,0.0344,0.403,0.0,0.115,0.47,91.024,194453.0
One Foot,WALK THE MOON,65,36,2018-01-12,107,0,one foot_walk the moon,0iQ77tSa7ncj7zBPtVx6cU,One Foot,WALK THE MOON,65.0,4fe1YmssM6Ugs6UyA7OdGg,What If Nothing,2017-11-10,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.582,0.821,0.0,-4.861,1.0,0.0365,0.00754,2.1e-06,0.818,0.468,100.025,261373.0
One Last Time,Ariana Grande,13,210,2015-02-27,507,1,one last time_ariana grande,7xoUc6faLbCqZO6fQEYprd,One Last Time,Ariana Grande,79.0,6EVYTRG1drKdO8OnIQBeEj,My Everything (Deluxe),2014-08-25,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.628,0.593,8.0,-5.036,1.0,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197267.0
One More Night,Maroon 5,1,903,2012-07-06,1905,1,one more night_maroon 5,6cpk00i5TxCqSeqNi2HuIe,One More Night,Maroon 5,72.0,6ijGiBcBfUwkoyHn5VUHU2,Overexposed Track By Track,2012-01-01,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.716,0.821,5.0,-3.435,0.0,0.0314,0.0558,0.0,0.0844,0.618,92.997,219547.0
Only Girl (In The World),Rihanna,1,378,2010-09-24,855,1,only girl in the world_rihanna,0AH6WMe3OlAlUb5miXt2FQ,Only Girl (In The World),Rihanna,72.0,7vN82vd1Vq44fjlhjfvHJp,Loud,2010-11-16,Pop 2009-2011,3gV6KQYZKIuoWml0094vx6,latin,latin hip hop,0.789,0.716,11.0,-4.241,0.0,0.0434,0.13,1.09e-05,0.069,0.609,125.91,235493.0
Only Human,Jonas Brothers,18,666,2019-06-21,1414,1,only human_jonas brothers,0DiDStADDVh3SvAsoJAFMk,Only Human,Jonas Brothers,86.0,1Uf67JAtkVWfdydzFFqNF2,Happiness Begins,2019-06-07,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,r&b,hip pop,0.795,0.496,0.0,-5.883,1.0,0.0722,0.108,0.0,0.0645,0.874,94.01,183000.0
Opposite Of Adults,Chiddy Bang,90,3,2010-07-30,16,0,opposite of adults_chiddy bang,22wKQbMH8n7wZfso2VcLJL,Opposite Of Adults,Chiddy Bang,57.0,5OjzRDl141Fndlh0ex0Bv8,The Preview,2010-10-01,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.677,0.89,6.0,-5.46,0.0,0.159,0.0123,0.0,0.321,0.622,96.009,193707.0
Oui,Jeremih,19,378,2016-01-22,837,1,oui_jeremih,4dfCW8ynuItQ9ABweWyl4C,oui,Jeremih,2.0,65GS392mw7cyARNHEtVyBe,oui,2015-10-30,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.418,0.687,5.0,-4.293,1.0,0.105,0.202,0.0,0.111,0.549,79.449,238480.0
Outlaw,50 Cent,87,1,2011-08-05,15,0,outlaw_50 cent,6m3blCKBMVimP5y8bTndD5,Outlaw,50 Cent,0.0,0BBAu1NuiVvkE0dbCpPubB,Outlaw,2011-01-01,Gangster Rap,5joQabz9ys3XPGbSx5CaKv,rap,gangster rap,0.64,0.602,2.0,-7.311,1.0,0.391,0.0895,0.0,0.214,0.152,71.852,195907.0
Over,Drake,14,210,2010-03-26,506,1,over_drake,6BdgtqiV3oXNqBikezwdvC,Over,Drake,63.0,6jlrjFR9mJV3jd1IPSplXU,Thank Me Later,2010-01-01,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.35,0.845,7.0,-5.614,1.0,0.2,0.0107,0.0,0.123,0.45,99.643,233560.0
Overnight,Logic,68,1,2018-03-23,34,0,overnight_logic,3s3VVLE1kB7Xk2AoJKlGmr,Overnight,Logic,60.0,4F87p1aiFwHeU4uu65MaPV,Bobby Tarantino II,2018-03-09,This Is Logic,37i9dQZF1DWTIuAboZgTMf,rap,hip hop,0.861,0.745,1.0,-6.77,1.0,0.0608,0.00138,1.87e-05,0.141,0.889,150.002,217560.0
Panda,Desiigner,1,820,2016-03-11,1739,1,panda_desiigner,5YEOzOojehCqxGQCcQiyR4,Panda,Desiigner,74.0,0cHT4ll3sEPyFFWoFuibMl,New English,2016-06-26,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.576,0.766,10.0,-4.943,0.0,0.449,0.028,1.68e-06,0.366,0.236,144.833,246761.0
Panini,Lil Nas X,5,528,2019-07-05,1151,1,panini_lil nas x,6fTt0CH2t0mdeB2N9XFG5r,Panini,Lil Nas X,84.0,4IRiXE5NROxknUSAUSjMoO,7 EP,2019-06-21,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.703,0.594,5.0,-6.146,0.0,0.0752,0.342,0.0,0.123,0.475,153.848,114893.0
Papi,Jennifer Lopez,96,6,2011-05-06,16,0,papi_jennifer lopez,1nAGuIZXz6vb8XW0xiMqic,Papi,Jennifer Lopez,57.0,3sysiYphqNRQw7VKLCg1yE,Love?,2011-01-01,Pop 2009-2011,3gV6KQYZKIuoWml0094vx6,latin,latin hip hop,0.705,0.805,4.0,-4.887,0.0,0.0595,0.134,0.000139,0.367,0.887,120.022,223493.0
Paradise,Bazzi,91,6,2019-05-17,21,0,paradise_bazzi,7njKgVl3AnLflRad38o7AG,Paradise,Bazzi,33.0,5mLjE4CPn8kNpzqNNslabJ,Paradise,2019-04-04,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.844,0.644,11.0,-6.273,0.0,0.0479,0.0828,0.0,0.113,0.591,122.061,169038.0
Paradise,Coldplay,15,528,2011-09-30,1141,1,paradise_coldplay,6nek1Nin9q48AVZcWs9e9D,Paradise,Coldplay,77.0,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,2011-10-24,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.449,0.585,5.0,-6.762,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0
Paris,The Chainsmokers,6,210,2017-02-03,514,1,paris_the chainsmokers,15vzANxN8G9wWfwAJLLMCg,Paris,The Chainsmokers,75.0,64vx3cUb97lQGlgt8zozWL,Paris,2017-01-13,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.646,0.644,2.0,-6.763,1.0,0.031,0.0243,0.0,0.0888,0.251,99.999,221520.0
Part Of Me,Katy Perry,1,253,2012-03-02,605,1,part of me_katy perry,1nZzRJbFvCEct3uzu04ZoL,Part Of Me,Katy Perry,70.0,5BvgP623rtvlc0HDcpzquz,Katy Perry - Teenage Dream: The Complete Confection,2012-03-12,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.678,0.918,5.0,-4.63,1.0,0.0355,0.000417,0.0,0.0744,0.769,130.028,216160.0
Passionfruit,Drake,8,210,2017-04-07,512,1,passionfruit_drake,7hDc8b7IXETo14hHIHdnhd,Passionfruit,Drake,15.0,7Ix0FS4f1lK42C3rix5rHg,More Life,2017-03-18,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.809,0.463,11.0,-11.377,1.0,0.0396,0.256,0.085,0.109,0.364,111.98,298941.0
Perfect,Ed Sheeran,1,1636,2017-03-24,3371,1,perfect_ed sheeran,0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,86.0,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),2017-03-03,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,263400.0
Pete Davidson,Ariana Grande,99,1,2018-08-31,3,0,pete davidson_ariana grande,02Qo5DFgoGTiBGo4ZUvjXm,pete davidson,Ariana Grande,36.0,5KOu62BJwwCJTfyyAaEbZk,Sweetener,2018-08-17,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.654,0.312,4.0,-10.212,1.0,0.0508,0.429,8.59e-06,0.19,0.304,119.9,73813.0
Phenomenal,Eminem,47,1,2015-06-19,55,0,phenomenal_eminem,014V6u9VubefjaPPl1QkTJ,Phenomenal,Eminem,1.0,5pqnv0aiizL6F4mmVkniKM,Southpaw (Music From And Inspired By The Motion Picture),2015-07-24,Gangsta Rap/90's Hip-Hop,39IFMVQdRNdb7kVfyTvHjM,rap,gangster rap,0.64,0.841,1.0,-2.426,0.0,0.0466,0.153,0.0,0.0457,0.0471,121.075,282546.0
Photograph,Ed Sheeran,10,465,2015-05-29,1020,1,photograph_ed sheeran,1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran,84.0,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition),2014-06-21,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987.0
Picasso Baby,JAY-Z,91,1,2013-07-26,11,0,picasso baby_jayz,1TutDbND05vlHy9JwsrMJH,Picasso Baby,JAY-Z,0.0,37uqAKt9dLsLob7yomDWY4,Magna Carta... Holy Grail,2013-07-10,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.562,0.738,5.0,-5.357,0.0,0.295,0.0176,6.22e-05,0.193,0.689,86.084,245787.0
Pillowtalk,Zayn,1,300,2016-02-19,699,1,pillowtalk_zayn,0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,78.0,5amj9zNeZ3B2EdpBgXrOZ0,Mind Of Mine (Deluxe Edition),2016-03-25,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.584,0.7,11.0,-4.275,1.0,0.0456,0.117,0.0,0.0939,0.438,124.944,202747.0
Pink + White,Frank Ocean,84,1,2016-09-09,18,0,pink white_frank ocean,3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,77.0,3mH6qwIy9crq0I9YQbOuDf,Blonde,2016-08-20,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.544,0.552,9.0,-7.45,1.0,0.0991,0.67,4.57e-05,0.415,0.554,159.738,184516.0
Play That Song,Train,41,210,2016-12-09,479,1,play that song_train,3ZMFrvkNgwwMfPdX3aThYs,Play That Song,Train,4.0,45qJ1sUYhQL9AJUAlCk80Q,Play That Song,2016-01-01,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.393,0.825,3.0,-1.746,1.0,0.06,0.0238,2.95e-06,0.0951,0.544,99.188,241360.0
Plug Walk,Rich The Kid,13,210,2018-02-23,507,1,plug walk_rich the kid,1ZAyjvIk9YiD76yYy0TEG6,Plug Walk,Rich The Kid,77.0,1Hno6CtKbaFNAEPjRHDrc6,The World Is Yours,2018-03-30,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.876,0.519,11.0,-6.531,1.0,0.143,0.202,0.0,0.108,0.158,94.981,175230.0
Pompeii,Bastille,5,1431,2013-08-30,2957,1,pompeii_bastille,4Ub8UsjWuewQrPhuepfVpd,Pompeii,Bastille,71.0,5G6oMu9zNW2acdV0lqzI3L,All This Bad Blood,2013-01-01,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.679,0.715,9.0,-6.383,1.0,0.0407,0.0755,0.0,0.271,0.571,127.435,214148.0
Pour It Up,Rihanna,19,210,2013-01-18,501,1,pour it up_rihanna,76VtA90NKurNqaQpV126Ue,Pour It Up,Rihanna,62.0,4eddbruVtOqw8khwxSH6H2,Unapologetic (Deluxe),2012-12-11,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.785,0.478,2.0,-8.735,1.0,0.0419,0.0254,0.0,0.0901,0.39,134.002,161200.0
Prblms,6LACK,72,36,2017-03-31,100,0,prblms_6lack,4AtZRwSR8BOTTQg5ihSggt,PRBLMS,6LACK,74.0,7iwGw8ob3YLqZrbKzGFnHi,FREE 6LACK,2016-11-18,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.417,0.58,9.0,-4.574,1.0,0.207,0.0307,1.45e-06,0.179,0.139,68.58,246773.0
Press,Cardi B,16,136,2019-06-14,356,1,press_cardi b,6dPyzkyZwoj9LqjQXOFdVv,Press,Cardi B,74.0,4OYI54WJJQRkCG4FVmIuTZ,Press,2019-05-31,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.888,0.525,1.0,-5.665,1.0,0.305,0.029,5.68e-06,0.137,0.243,133.983,143792.0
Privacy,Chris Brown,62,153,2017-05-19,344,1,privacy_chris brown,2Vf2Pflg5rTWSvSCK4qq4A,Privacy,Chris Brown,63.0,0nw71bvTpWAQR0BkgAwYIP,Privacy,2017-03-24,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.741,0.58,0.0,-7.741,1.0,0.378,0.153,0.0,0.109,0.428,97.092,220964.0
Privilege,The Weeknd,52,1,2018-04-13,50,0,privilege_the weeknd,26Fqtv4Aa7kyd1WWGHai6A,Privilege,The Weeknd,16.0,3N88bRVAwQrtKqSV0UgU69,"My Dear Melancholy,",2018-03-30,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.391,0.595,11.0,-7.094,0.0,0.0411,0.913,0.00557,0.145,0.379,93.78,170573.0
Propuesta Indecente,Romeo Santos,79,28,2013-09-27,77,0,propuesta indecente_romeo santos,5PycBIeabfvX3n9ILG7Vrv,Propuesta Indecente,Romeo Santos,76.0,17HsiXfqKUPoTP6Y5ebs1L,"Fórmula, Vol. 2 (Deluxe Edition)",2014-02-25,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.757,0.632,2.0,-6.83,1.0,0.0549,0.499,0.0,0.0723,0.742,122.936,235133.0
Pumped Up Kicks,Foster The People,3,820,2011-05-13,1737,1,pumped up kicks_foster the people,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,83.0,7Kmmw7Z5D2UD5MVwdm10sT,Torches,2011-05-23,permanent wave,3uFyGoayrP71xS6T6Y8Bh2,rock,permanent wave,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600.0
Pure Cocaine,Lil Baby,46,136,2018-12-14,326,1,pure cocaine_lil baby,577YBGuskWkVDCxZrLRB4v,Pure Cocaine,Lil Baby,77.0,4iF44RCCybJtkBkMoqrLW2,Street Gossip,2018-11-30,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.964,0.487,10.0,-6.071,0.0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024.0
Purpose,Justin Bieber,43,28,2015-12-04,113,0,purpose_justin bieber,2IjyFRCRn8x1bEquOM3vxg,Purpose,Justin Bieber,71.0,6Fr2rQkZ383FcMqFyT7yPr,Purpose (Deluxe),2015-11-13,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.481,0.285,0.0,-10.848,1.0,0.0424,0.9,0.0,0.123,0.316,130.029,210160.0
R.E.M,Ariana Grande,72,1,2018-08-31,30,0,rem_ariana grande,1xWH8zYtDeS9mW1JJG23VZ,R.E.M,Ariana Grande,69.0,3tx8gQqWbGwqIGZHqDNrGe,Sweetener,2018-08-17,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.831,0.485,10.0,-6.677,0.0,0.15,0.375,1.47e-05,0.118,0.622,80.022,245667.0
Rack City,Tyga,7,325,2011-12-09,743,1,rack city_tyga,21nFIDqoD1L7ELsprVSzOR,Rack City,Tyga,64.0,65CquQgUA42ecr7n6bGtOI,Careless World: Rise Of The Last King,2012-01-01,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0.929,0.339,1.0,-10.881,1.0,0.371,0.0373,1.96e-05,0.187,0.273,98.986,203200.0
Radioactive,Imagine Dragons,3,3828,2012-08-17,7753,1,radioactive_imagine dragons,62yJjFtgkhUrXktIoSjgP2,Radioactive,Imagine Dragons,78.0,6nxDQi0FeEwccEPJeNySoS,Night Visions,2012-09-04,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,186813.0
Radioactive,Kings Of Leon,37,15,2010-10-01,93,0,radioactive_kings of leon,60CirPlTOEWOUBus7HxV3B,Radioactive,Kings of Leon,59.0,5xFZ4iElFbUFtOGX4lvdTM,Come Around Sundown (Expanded Edition),2010-10-19,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.408,0.925,5.0,-4.88,1.0,0.0533,0.00877,0.000454,0.12,0.361,126.405,206187.0
Raise Your Glass,P!nk,1,465,2010-10-22,1029,1,raise your glass_pnk,1gv4xPanImH17bKZ9rOveR,Raise Your Glass,P!nk,76.0,3uQMzfrf4kUNGsCtmTtjPh,Raise Your Glass,2010-10-05,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.7,0.709,7.0,-5.006,1.0,0.0839,0.0048,0.0,0.0289,0.625,122.019,202960.0
Rap God,Eminem,7,210,2013-11-01,513,1,rap god_eminem,6sDQ4uiWw9OdVrCXFLSlZt,Rap God,Eminem,12.0,3qGeRY1wt4rrLIt1YuSwHR,The Marshall Mathers LP2 (Deluxe),2013-11-05,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.712,0.838,7.0,-2.679,1.0,0.313,0.403,0.0,0.809,0.607,148.138,363521.0
Rare,Selena Gomez,30,28,2020-01-24,126,1,rare_selena gomez,7HMmFQsKsljwTw8bS7lu19,Rare,Selena Gomez,88.0,3YPFaTR7WMi1Hd4NVKdCJx,Rare,2020-01-10,Pop Hits 2020,5TDtuKDbOhrfW7C58XnriZ,r&b,hip pop,0.838,0.545,5.0,-6.713,1.0,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590.0
Ready Or Not,Bridgit Mendler,49,91,2012-11-02,233,1,ready or not_bridgit mendler,5xvUgoVED1F4mBu8FL0HaW,Ready or Not,Bridgit Mendler,68.0,114sumrk5wTeMWHVin86QC,Hello My Name Is...,2012-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.715,0.872,2.0,-3.835,1.0,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,200947.0
Really Really,Kevin Gates,46,351,2016-01-08,756,1,really really_kevin gates,10I3CmmwT0BkOVhduDy53o,Really Really,Kevin Gates,70.0,5Hs43ta4vAYKRRRR7DKjt9,Islah (Deluxe),2016-01-29,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0.762,0.666,0.0,-6.055,1.0,0.0916,0.00427,0.0,0.127,0.278,118.97,232093.0
Reborn,KIDS SEE GHOSTS,39,3,2018-06-22,67,0,reborn_kids see ghosts,4RVbK6cV0VqWdpCDcx3hiT,Reborn,KIDS SEE GHOSTS,74.0,6pwuKxMUkNg673KETsXPUV,KIDS SEE GHOSTS,2018-06-08,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.585,0.597,0.0,-7.499,1.0,0.037,0.339,0.0404,0.195,0.227,100.051,324674.0
Red Room,Offset,49,6,2019-03-01,63,0,red room_offset,2MJdgSby3DtSS7bUJx2cly,Red Room,Offset,67.0,3lxvJqSvGR9o3Z402FnY0Z,Red Room,2019-02-14,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.936,0.559,7.0,-8.591,0.0,0.158,0.479,0.0,0.129,0.517,112.339,241440.0
Redbone,Childish Gambino,12,990,2016-12-09,2068,1,redbone_childish gambino,0wXuerDYiBnERgIpbb3JBR,Redbone,Childish Gambino,81.0,4Carzsnpd6yvuHZ49I0oz8,"""Awaken, My Love!""",2016-12-02,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.743,0.347,1.0,-11.174,1.0,0.121,0.167,0.00951,0.103,0.572,160.143,326933.0
Rent Money,Future,54,1,2017-03-10,48,0,rent money_future,4Zxdw0Hno7YDu0IzvY76Qo,Rent Money,Future,17.0,4YtTX4GPvBvewbJvBfXCS2,FUTURE,2017-08-04,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.694,0.493,1.0,-8.581,1.0,0.373,0.0331,2.04e-06,0.431,0.313,166.457,265366.0
Replay,Zendaya,40,231,2013-09-06,522,1,replay_zendaya,7d1CFwrBmH34gmS0Hkbfbt,Replay,Zendaya,67.0,7hCAU57zY6snnRSHXqAWUl,Zendaya,2013-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.688,0.723,6.0,-6.682,0.0,0.121,0.0416,0.0002,0.302,0.618,140.023,209187.0
Ride,Twenty One Pilots,5,780,2016-04-01,1655,1,ride_twenty one pilots,2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,81.0,3cQO7jp5S9qLBoIVtbkSM1,Blurryface,2015-05-15,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.645,0.713,6.0,-5.355,1.0,0.0393,0.00835,0.0,0.113,0.566,74.989,214507.0
Ride It.,Regard,62,55,2020-04-24,148,1,ride it_regard,2tnVG71enUj33Ic2nFN6kZ,Ride It,Regard,94.0,4zOhjJfe0dwqsNdDYk622E,Ride It,2019-07-26,Most Popular 2020 TOP 50,1fqkbjEACMlekdddm5aobE,r&b,urban contemporary,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606.0
Riptide,Vance Joy,30,990,2014-07-11,2050,1,riptide_vance joy,3JvrhDOgAt6p7K8mDyZwRd,Riptide,Vance Joy,78.0,5S9b8euumqMhQbMk0zzQdH,Dream Your Life Away (Special Edition),2014-09-09,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,204280.0
Roar,Katy Perry,1,630,2013-08-23,1359,1,roar_katy perry,6F5c58TMEs1byxUstkzVeM,Roar,Katy Perry,77.0,5MQBzs5YlZlE28mD9yUItn,PRISM (Deluxe),2013-01-01,post teen pop,3kvwJXPULhSUalL6ykJbn5,pop,post-teen pop,0.554,0.772,7.0,-4.821,0.0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546.0
Robbery,Juice WRLD,27,190,2019-03-01,453,1,robbery_juice wrld,6Hj9jySrnFppAI0sEMCZpJ,Robbery,Juice WRLD,88.0,1GYVNOzwhx1nMcIJDogSNp,Death Race For Love,2019-03-08,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.685,0.692,2.0,-5.122,1.0,0.0457,0.328,0.0,0.153,0.578,159.966,240051.0
Rolex,Ayo & Teo,20,325,2017-03-03,730,1,rolex_ayo teo,0pSBuHjILhNEo55xK1zrRt,Rolex,Ayo & Teo,73.0,1bHj528aZfYOKq0ve5AHMr,Rolex,2017-03-15,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.804,0.886,1.0,-2.512,1.0,0.04,0.0837,0.0,0.266,0.789,144.946,238587.0
Roll Up,Wiz Khalifa,13,253,2011-02-25,593,1,roll up_wiz khalifa,5PCe0RKfhq7wB7vyQOIg9w,Roll Up,Wiz Khalifa,38.0,7IG0Oqdhl819Dn3d1YVP8N,Rolling Papers,2011-03-29,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.523,0.805,3.0,-5.473,1.0,0.192,0.0524,0.0,0.0914,0.602,125.358,227773.0
Rolling In The Deep,Adele,1,2145,2010-12-24,4389,1,rolling in the deep_adele,1eq1wUnLVLg4pdEfx9kajC,Rolling in the Deep,Adele,77.0,7n3QJc7TBOxXtlYh4Ssll8,21,2011-01-19,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.73,0.77,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,228093.0
Rope,Foo Fighters,68,91,2011-03-18,214,1,rope_foo fighters,7v0mtl6oInUtHOmTk2b0gC,Rope,Foo Fighters,60.0,5lnQLEUiVDkLbFJHXHQu9m,Wasting Light,2011-04-12,2000's hard rock,0EmGNFBBgqLmvdQGPbgiMp,rock,hard rock,0.511,0.728,11.0,-4.874,0.0,0.037,2.52e-05,7.41e-05,0.0725,0.541,138.179,259027.0
Round & Round,Selena Gomez & The Scene,24,105,2010-07-09,286,1,round round_selena gomez the scene,5RhxBpoCwX2vLBcSJzYa5j,Round & Round,Selena Gomez & The Scene,52.0,2rxTiLaHxp9jctuczFwwHp,A Year Without Rain,2010-01-01,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.545,0.686,10.0,-4.081,1.0,0.0665,0.00265,0.0,0.477,0.486,127.996,186493.0
Roxanne,Arizona Zervas,4,351,2019-11-15,798,1,roxanne_arizona zervas,696DnlkuDOXcMAnKlTgXXK,ROXANNE,Arizona Zervas,99.0,6HJDrXs0hpebaRFKA1sF90,ROXANNE,2019-10-10,Global Top 50 | 2020 Hits,1KNl4AYfgZtOVm9KHkhPTF,latin,latin hip hop,0.621,0.601,6.0,-5.616,0.0,0.148,0.0522,0.0,0.46,0.457,116.735,163636.0
